model,model_id,pooling,mean_nmi,std_nmi,mean_purp,std_purp,mean_pura,std_pura,relative_gain_percent
bert-base-uncased,google-bert/bert-base-uncased,uniform,0.29395314016814966,0.0005729278182148554,0.3512802347940492,0.002917749461929266,0.2711264042101002,0.0018181344521953275,
bert-base-uncased,google-bert/bert-base-uncased,root+depth,0.299120868118033,0.0013078081445857509,0.35875811040268085,0.003586514369305102,0.27764846113191416,0.003798754944057168,1.7580107995877372
bert-base-uncased,google-bert/bert-base-uncased,paired_delta,0.005167727949883312,0.0007548858823421951,,,,,
